Otu,domain,dconf,phylum,pconf,class,cconf,order,oconf,family,fconf,genus,gconf
Otu997,Bacteria,0.57,Actinobacteria,0.26,Actinobacteria,0.24,Sulfolobales,0.19,Sulfolobaceae,0.19,Acidianus,0.19
Otu992,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.94,Lactobacillaceae,0.94,Lactobacillus,0.6
Otu996,Bacteria,1,Firmicutes,0.83,Clostridia,0.68,Clostridiales,0.68,Lachnospiraceae,0.61,Anaerostipes,0.46
Otu998,Bacteria,0.78,Proteobacteria,0.16,Planctomycetacia,0.15,Pirellulales,0.08,Pirellulaceae,0.08,Woesearchaeota_Incertae_Sedis_AR15,0.16
Otu999,Bacteria,0.92,Firmicutes,0.26,Clostridia,0.16,Clostridiales,0.16,Ilumatobacteraceae,0.11,Ilumatobacter,0.11
Otu1001,Bacteria,0.61,Pacearchaeota,0.37,Deinococci,0.15,Deinococcales,0.15,Deinococcaceae,0.15,Pacearchaeota_Incertae_Sedis_AR13,0.37
Otu1000,Bacteria,1,Firmicutes,0.96,Clostridia,0.96,Clostridiales,0.96,Lachnospiraceae,0.63,Dorea,0.22
Otu1007,Bacteria,1,Proteobacteria,0.18,Fibrobacteria,0.16,Fibrobacterales,0.16,Fibrobacteraceae,0.16,Fibrobacter,0.16
Otu1002,Bacteria,1,Firmicutes,0.93,Clostridia,0.67,Clostridiales,0.65,Ruminococcaceae,0.27,Bombilactobacillus,0.19
Otu1005,Bacteria,1,Firmicutes,0.79,Bacilli,0.65,Lactobacillales,0.36,Enterococcaceae,0.18,Vagococcus,0.18
Otu1004,Bacteria,0.98,Proteobacteria,0.36,Anaerolineae,0.18,Aggregatilineales,0.18,Aggregatilineaceae,0.18,Aggregatilinea,0.18
Otu1008,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Lachnospiraceae,0.94,Enterocloster,0.5
Otu1006,Bacteria,1,Firmicutes,1,Bacilli,0.98,Lactobacillales,0.93,Lactobacillaceae,0.93,Amylolactobacillus,0.91
Otu1003,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Amylolactobacillus,0.6
Otu1011,Bacteria,1,Proteobacteria,0.58,Gammaproteobacteria,0.24,Burkholderiales,0.19,Alcaligenaceae,0.1,Psychrobacter,0.08
Otu1014,Bacteria,0.89,Tenericutes,0.23,Mollicutes,0.23,Haloplasmatales,0.12,Haloplasmataceae,0.12,WPS-1_genera_incertae_sedis,0.21
Otu1009,Bacteria,1,Firmicutes,1,Bacilli,0.99,Lactobacillales,0.96,Lactobacillaceae,0.96,Amylolactobacillus,0.66
Otu1015,Bacteria,1,Firmicutes,0.52,Clostridia,0.47,Clostridiales,0.47,Lachnospiraceae,0.24,Olsenella,0.18
Otu1013,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.87,Lactobacillaceae,0.87,Amylolactobacillus,0.75
Otu1012,Bacteria,1,Firmicutes,1,Bacilli,0.98,Lactobacillales,0.84,Lactobacillaceae,0.84,Amylolactobacillus,0.71
Otu1010,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Pseudonocardiales,1,Pseudonocardiaceae,1,Pseudonocardia,1
Otu1017,Bacteria,1,Actinobacteria,0.51,Coriobacteriia,0.51,Lactobacillales,0.41,Lactobacillaceae,0.41,Lactobacillus,0.33
Otu1021,Bacteria,0.67,Euryarchaeota,0.31,Methanomicrobia,0.15,Haloferacales,0.12,Chlorobiaceae,0.11,Saccharibacteria_genera_incertae_sedis,0.21
Otu1016,Bacteria,1,Firmicutes,1,Bacilli,0.97,Lactobacillales,0.78,Lactobacillaceae,0.77,Amylolactobacillus,0.58
Otu1020,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Pseudobutyrivibrio,0.83
Otu1022,Bacteria,0.91,Proteobacteria,0.45,Gammaproteobacteria,0.19,Nevskiales,0.12,Thermaceae,0.11,Meiothermus,0.11
Otu1019,Bacteria,1,Firmicutes,1,Bacilli,1,Bacillales,0.8,Planococcaceae,0.74,Rummeliibacillus,0.62
Otu1024,Bacteria,0.99,Firmicutes,0.4,Clostridia,0.18,Clostridiales,0.17,Cytophagaceae,0.17,Spirosoma,0.16
Otu1018,Bacteria,1,Actinobacteria,0.7,Coriobacteriia,0.69,Eggerthellales,0.4,Eggerthellaceae,0.4,Adlercreutzia,0.37
Otu1023,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,Enterocloster,0.65
Otu1028,Bacteria,0.96,Firmicutes,0.26,Flavobacteriia,0.22,Flavobacteriales,0.22,Flavobacteriaceae,0.19,Aurantiacicella,0.09
Otu1029,Bacteria,1,Firmicutes,0.76,Bacilli,0.69,Lactobacillales,0.45,Lactobacillaceae,0.27,Bombilactobacillus,0.22
Otu1025,Bacteria,1,Firmicutes,0.99,Bacilli,0.96,Lactobacillales,0.81,Lactobacillaceae,0.81,Amylolactobacillus,0.53
Otu1026,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.73,Lactobacillaceae,0.73,Amylolactobacillus,0.41
Otu1027,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.98,Lactobacillaceae,0.98,Lactobacillus,0.74
Otu1032,Bacteria,1,Firmicutes,0.53,Clostridia,0.53,Clostridiales,0.53,Lachnospiraceae,0.52,Enterocloster,0.5
Otu1034,Bacteria,0.97,Firmicutes,0.33,Deltaproteobacteria,0.16,Desulfobacterales,0.16,Desulfobacteraceae,0.16,Desulfatirhabdium,0.15
Otu1031,Bacteria,1,Firmicutes,0.98,Clostridia,0.96,Clostridiales,0.96,Ruminococcaceae,0.85,Ruminococcus,0.31
Otu1030,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.5,Acetivibrio,0.5
Otu1033,Bacteria,1,Firmicutes,0.68,Clostridia,0.66,Clostridiales,0.66,Lachnospiraceae,0.64,Oribacterium,0.43
Otu1036,Bacteria,1,Firmicutes,0.91,Clostridia,0.91,Clostridiales,0.88,Ruminococcaceae,0.66,Ruminococcus,0.64
Otu1037,Bacteria,1,Firmicutes,0.57,Clostridia,0.51,Clostridiales,0.46,Lachnospiraceae,0.43,Acholeplasma,0.19
Otu1040,Bacteria,0.94,Actinobacteria,0.49,Actinobacteria,0.49,Mycobacteriales,0.18,Corynebacteriaceae,0.17,Corynebacterium,0.17
Otu1042,Bacteria,0.88,Bacteroidetes,0.25,Actinobacteria,0.2,Bacteroidales,0.19,Prevotellaceae,0.14,Prevotella,0.14
Otu1035,Bacteria,0.94,Firmicutes,0.76,Bacilli,0.63,Bacillales,0.45,Bacillaceae_1,0.26,Bacillus,0.18
Otu1038,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Streptococcaceae,0.94,Lactococcus,0.86
Otu1041,Bacteria,1,Verrucomicrobia,1,Verrucomicrobiae,1,Verrucomicrobiales,1,Akkermansiaceae,1,Akkermansia,1
Otu1039,Bacteria,1,Firmicutes,1,Bacilli,0.97,Lactobacillales,0.55,Lactobacillaceae,0.55,Amylolactobacillus,0.36
Otu1043,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Vallitaleaceae,0.58,Vallitalea,0.58
Otu1045,Bacteria,1,Proteobacteria,0.28,Gammaproteobacteria,0.24,Streptomycetales,0.12,Streptomycetaceae,0.12,Streptomyces,0.12
Otu1044,Bacteria,0.65,Euryarchaeota,0.34,Bacilli,0.31,Bacillales,0.31,Paenibacillaceae_1,0.16,Paenibacillus,0.16
Otu1048,Bacteria,1,Firmicutes,0.9,Clostridia,0.51,Clostridiales,0.51,Ruminococcaceae,0.36,Dolosicoccus,0.26
Otu1046,Bacteria,1,Firmicutes,0.89,Bacilli,0.7,Bacillales,0.35,Planococcaceae,0.27,Rummeliibacillus,0.26
Otu1050,Bacteria,1,Firmicutes,1,Clostridia,0.9,Clostridiales,0.9,Ruminococcaceae,0.62,Papillibacter,0.54
Otu1053,Bacteria,1,Firmicutes,0.27,Bacilli,0.17,Bacillales,0.17,Sphaerochaetaceae,0.08,Pleomorphochaeta,0.08
Otu1049,Bacteria,1,Firmicutes,0.98,Bacilli,0.98,Lactobacillales,0.95,Lactobacillaceae,0.95,Lactobacillus,0.76
Otu1047,Bacteria,1,Firmicutes,1,Bacilli,0.99,Lactobacillales,0.93,Lactobacillaceae,0.93,Amylolactobacillus,0.63
Otu1054,Bacteria,1,Firmicutes,0.9,Clostridia,0.64,Clostridiales,0.64,Lachnospiraceae,0.41,Clostridium_XlVa,0.37
Otu1051,Bacteria,1,Firmicutes,1,Bacilli,0.96,Lactobacillales,0.91,Lactobacillaceae,0.91,Amylolactobacillus,0.9
Otu1052,Bacteria,1,Firmicutes,0.89,Bacilli,0.85,Lactobacillales,0.8,Lactobacillaceae,0.8,Companilactobacillus,0.78
Otu1056,Bacteria,0.92,Proteobacteria,0.4,Gammaproteobacteria,0.38,Bacteroidales,0.16,Prevotellaceae,0.13,Prevotella,0.13
Otu1055,Bacteria,0.9,Proteobacteria,0.19,Deltaproteobacteria,0.13,Desulfovibrionales,0.12,Desulfovibrionaceae,0.12,Desulfovibrio,0.12
Otu1057,Bacteria,1,Firmicutes,0.89,Clostridia,0.66,Clostridiales,0.66,Lachnospiraceae,0.58,Blautia,0.36
Otu1060,Bacteria,0.88,Proteobacteria,0.36,Bacilli,0.16,Bacillales,0.16,Planococcaceae,0.15,Kurthia,0.15
Otu1059,Bacteria,1,Firmicutes,0.6,Clostridia,0.54,Clostridiales,0.54,Lachnospiraceae,0.45,Emticicia,0.39
Otu1058,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Lactobacillus,0.49
Otu1061,Bacteria,1,Firmicutes,0.85,Bacilli,0.82,Bacillales,0.45,Planococcaceae,0.39,Rummeliibacillus,0.38
Otu1062,Bacteria,1,Actinobacteria,0.78,Coriobacteriia,0.78,Coriobacteriales,0.66,Coriobacteriaceae,0.66,Collinsella,0.63
Otu1063,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.57,Muricomes,0.41
Otu1067,Bacteria,0.98,Firmicutes,0.41,Clostridia,0.18,Clostridiales,0.18,Bacteroidaceae,0.13,Bacteroides,0.13
Otu1066,Bacteria,1,Bacteroidetes,0.85,Bacteroidia,0.84,Bacteroidales,0.84,Muribaculaceae,0.84,Muribaculum,0.83
Otu1065,Bacteria,1,Firmicutes,0.63,Bacilli,0.63,Lactobacillales,0.63,Lactobacillaceae,0.63,Lactobacillus,0.45
Otu1068,Bacteria,1,Firmicutes,0.82,Bacilli,0.79,Bacillales,0.43,Planococcaceae,0.38,Rummeliibacillus,0.37
Otu1069,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Vallitaleaceae,0.91,Vallitalea,0.91
Otu1064,Bacteria,1,Firmicutes,0.87,Bacilli,0.62,Bacillales,0.45,Planococcaceae,0.24,Megasphaera,0.22
Otu1072,Eukaryota,1,Plantae,1,Liliopsida,1,Poales,1,Poaceae,1,Zea,1
Otu1073,Bacteria,0.98,Firmicutes,0.24,Actinobacteria,0.23,Clostridiales,0.16,Ruminococcaceae,0.15,Candidatus_Cloacamonas,0.22
Otu1070,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Lactobacillus,0.59
Otu1074,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Cuneatibacter,0.81
Otu1071,Bacteria,1,Actinobacteria,1,Thermoleophilia,1,Gaiellales,1,Gaiellaceae,1,Gaiella,1
Otu1075,Bacteria,1,Firmicutes,0.95,Clostridia,0.94,Clostridiales,0.94,Lachnospiraceae,0.93,Agathobacter,0.79
Otu1077,Bacteria,0.87,Proteobacteria,0.32,Deinococci,0.21,Deinococcales,0.19,Deinococcaceae,0.19,Deinococcus,0.19
Otu1076,Bacteria,1,Firmicutes,0.9,Clostridia,0.88,Clostridiales,0.88,Lachnospiraceae,0.77,Lachnobacterium,0.34
Otu1081,Bacteria,0.98,Bacteroidetes,0.25,Gammaproteobacteria,0.22,Vibrionales,0.22,Vibrionaceae,0.22,Vibrio,0.2
Otu1080,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Mediterraneibacter,0.85
Otu1078,Bacteria,0.98,Proteobacteria,0.55,Gammaproteobacteria,0.25,Chlorobiales,0.13,Chlorobiaceae,0.13,Chloroherpeton,0.13
Otu1079,Bacteria,1,Firmicutes,0.93,Bacilli,0.7,Lactobacillales,0.7,Streptococcaceae,0.7,Streptococcus,0.63
Otu1085,Bacteria,0.99,Parcubacteria,0.31,Chloroplast,0.22,Deinococcales,0.08,Chloroplast,0.22,Parcubacteria_genera_incertae_sedis,0.31
Otu1082,Bacteria,1,Firmicutes,0.89,Bacilli,0.86,Bacillales,0.45,Planococcaceae,0.4,Rummeliibacillus,0.39
Otu1084,Bacteria,1,Firmicutes,0.66,Bacilli,0.66,Lactobacillales,0.66,Lactobacillaceae,0.66,Lactobacillus,0.62
Otu1083,Bacteria,1,Firmicutes,0.9,Bacilli,0.8,Lactobacillales,0.58,Streptococcaceae,0.42,Lactovum,0.4
Otu1086,Bacteria,1,Firmicutes,0.64,Bacilli,0.62,Bacillales,0.35,Planococcaceae,0.3,Gp16,0.35
Otu1087,Bacteria,0.58,Firmicutes,0.28,Bacilli,0.25,Sulfolobales,0.18,Sulfolobaceae,0.18,Pontibacillus,0.14
Otu1088,Bacteria,1,Firmicutes,0.89,Clostridia,0.86,Clostridiales,0.86,Lachnospiraceae,0.84,Blautia,0.2
Otu1089,Bacteria,1,Firmicutes,0.85,Clostridia,0.6,Clostridiales,0.6,Lachnospiraceae,0.38,Clostridium_XlVa,0.33
Otu1090,Bacteria,1,Firmicutes,0.93,Clostridia,0.93,Clostridiales,0.92,Lachnospiraceae,0.82,Clostridium_XlVa,0.81
Otu1092,Bacteria,1,Firmicutes,0.53,Bacilli,0.5,Lactobacillales,0.45,Streptococcaceae,0.42,Lactococcus,0.37
Otu1093,Bacteria,0.87,Acidobacteria,0.31,Acidobacteria_Gp4,0.13,Chlamydiales,0.06,Blastocatellaceae,0.06,Armatimonadetes_gp4,0.16
Otu1091,Bacteria,1,Firmicutes,1,Bacilli,0.94,Lactobacillales,0.82,Lactobacillaceae,0.82,Amylolactobacillus,0.48
Otu1096,Bacteria,0.93,Firmicutes,0.38,Bacilli,0.2,Bacillales,0.14,Paenibacillaceae_1,0.1,Paenibacillus,0.1
Otu1097,Bacteria,0.88,Bacteroidetes,0.44,Flavobacteriia,0.26,Flavobacteriales,0.26,Flavobacteriaceae,0.25,Zunongwangia,0.09
Otu1099,Bacteria,1,Firmicutes,0.52,Bacilli,0.26,Lactobacillales,0.24,Lactobacillaceae,0.18,Lactobacillus,0.17
Otu1094,Bacteria,1,Firmicutes,1,Bacilli,0.62,Lactobacillales,0.61,Streptococcaceae,0.61,Floricoccus,0.33
Otu1098,Bacteria,1,Firmicutes,1,Erysipelotrichia,0.37,Erysipelotrichales,0.37,Erysipelotrichaceae,0.37,Breznakia,0.37
Otu1102,Bacteria,0.92,Proteobacteria,0.41,Gammaproteobacteria,0.23,Bacillales,0.21,Sporolactobacillaceae,0.14,Alkalicoccus,0.14
Otu1100,Bacteria,1,Firmicutes,0.99,Clostridia,0.91,Clostridiales,0.91,Ruminococcaceae,0.52,Papillibacter,0.43
Otu1095,Bacteria,1,Firmicutes,1,Bacilli,0.97,Lactobacillales,0.96,Lactobacillaceae,0.96,Amylolactobacillus,0.59
Otu1101,Bacteria,1,Firmicutes,0.86,Bacilli,0.66,Bacillales,0.66,Thermoactinomycetaceae_1,0.38,Seinonella,0.38
Otu1103,Bacteria,1,Firmicutes,0.66,Bacilli,0.66,Lactobacillales,0.61,Lactobacillaceae,0.61,Lactobacillus,0.56
Otu1107,Bacteria,1,Firmicutes,0.74,Bacilli,0.47,Bacillales,0.47,Paenibacillaceae_1,0.15,Paenibacillus,0.15
Otu1104,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.98,Lactobacillaceae,0.98,Lactobacillus,0.73
Otu1111,Bacteria,0.94,Proteobacteria,0.33,Gammaproteobacteria,0.22,Enterobacterales,0.19,Chloroplast,0.13,Streptophyta,0.13
Otu1106,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Lachnobacterium,0.5
Otu1108,Bacteria,1,Firmicutes,1,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.56,Flintibacter,0.53
Otu1105,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Actinomycetales,1,Actinomycetaceae,1,Schaalia,0.99
Otu1110,Bacteria,1,Firmicutes,0.92,Bacilli,0.89,Lactobacillales,0.52,Lactobacillaceae,0.4,Companilactobacillus,0.35
Otu1114,Bacteria,0.97,Firmicutes,0.3,Clostridia,0.16,Fusobacteriales,0.15,Leptotrichiaceae,0.15,Leptotrichia,0.11
Otu1109,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,0.84,Pseudomonadaceae,0.84,Pseudomonas,0.84
Otu1117,Bacteria,0.71,Bacteroidetes,0.29,Flavobacteriia,0.28,Flavobacteriales,0.28,Flavobacteriaceae,0.28,Halostella,0.23
Otu1112,Bacteria,1,Actinobacteria,0.86,Coriobacteriia,0.85,Coriobacteriales,0.48,Coriobacteriaceae,0.48,Collinsella,0.48
Otu1119,Bacteria,0.9,Proteobacteria,0.41,Gammaproteobacteria,0.31,Mycoplasmatales,0.24,Mycoplasmataceae,0.24,Ureaplasma,0.23
Otu1113,Bacteria,1,Firmicutes,0.41,Clostridia,0.16,Clostridiales,0.16,Erysipelotrichaceae,0.14,Armatimonadetes_gp4,0.27
Otu1118,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.97,Bacteroidales,0.97,Dysgonomonadaceae,0.95,Dysgonomonas,0.95
Otu1115,Bacteria,1,Firmicutes,0.9,Bacilli,0.72,Bacillales,0.38,Planococcaceae,0.33,Rummeliibacillus,0.32
Otu1116,Bacteria,1,Firmicutes,0.99,Bacilli,0.95,Lactobacillales,0.48,Lactobacillaceae,0.48,Amylolactobacillus,0.21
Otu1120,Bacteria,0.96,Firmicutes,0.72,Bacilli,0.67,Lactobacillales,0.67,Lactobacillaceae,0.64,Liquorilactobacillus,0.3
Otu1124,Bacteria,0.92,Firmicutes,0.42,Bacilli,0.3,Bacillales,0.25,Paenibacillaceae_1,0.12,Desulfomicrobium,0.12
Otu1121,Bacteria,1,Firmicutes,1,Bacilli,0.93,Bacillales,0.53,Lactobacillaceae,0.4,Staphylococcus,0.24
Otu1125,Bacteria,1,Firmicutes,0.87,Clostridia,0.8,Clostridiales,0.8,Ruminococcaceae,0.51,Clostridium_XlVa,0.22
Otu1127,Bacteria,0.91,Spirochaetes,0.21,Spirochaetia,0.21,Spirochaetales,0.21,Spirochaetales_incertae_sedis,0.21,Exilispira,0.21
Otu1126,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Pseudobutyrivibrio,0.43
Otu1122,Bacteria,1,Firmicutes,0.92,Bacilli,0.9,Bacillales,0.9,Thermoactinomycetaceae_1,0.66,Seinonella,0.66
Otu1128,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Lachnospiraceae,0.88,Extibacter,0.85
Otu1129,Bacteria,0.68,Euryarchaeota,0.3,Methanomicrobia,0.14,Mycobacteriales,0.1,Corynebacteriaceae,0.1,Corynebacterium,0.1
Otu1123,Bacteria,1,Firmicutes,0.35,Bacilli,0.16,Clostridiales,0.11,Lachnospiraceae,0.1,Pelagicoccus,0.07
Otu1130,Bacteria,1,Firmicutes,0.8,Bacilli,0.8,Lactobacillales,0.5,Lactobacillaceae,0.32,Gp16,0.19
Otu1131,Bacteria,1,Firmicutes,0.99,Bacilli,0.98,Bacillales,0.79,Planococcaceae,0.75,Kurthia,0.61
Otu1133,Bacteria,1,Actinobacteria,0.85,Coriobacteriia,0.85,Eggerthellales,0.55,Eggerthellaceae,0.55,Adlercreutzia,0.51
Otu1138,Bacteria,0.92,Firmicutes,0.38,Clostridia,0.26,Clostridiales,0.13,Clostridiales_Incertae_Sedis_XVII,0.13,Thermaerobacter,0.13
Otu1136,Bacteria,1,Firmicutes,0.64,Bacilli,0.61,Lactobacillales,0.36,Lactobacillaceae,0.31,Gp16,0.36
Otu1137,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Amylolactobacillus,0.6
Otu1134,Bacteria,1,Firmicutes,0.83,Bacilli,0.79,Bacillales,0.49,Planococcaceae,0.4,Rummeliibacillus,0.39
Otu1135,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.91,Lactobacillaceae,0.91,Amylolactobacillus,0.87
Otu1132,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Propionibacteriales,1,Nocardioidaceae,1,Nocardioides,1
Otu1139,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.91,Lactobacillaceae,0.91,Amylolactobacillus,0.8
Otu1141,Bacteria,0.97,Tenericutes,0.29,Mollicutes,0.29,Deinococcales,0.2,Deinococcaceae,0.2,Deinococcus,0.2
Otu1140,Bacteria,0.95,Campilobacterota,0.44,Campylobacteria,0.44,Campylobacterales,0.44,Helicobacteraceae,0.43,Helicobacter,0.43
Otu1143,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Lachnospiraceae,0.96,Clostridium_XlVa,0.69
Otu1146,Bacteria,1,Proteobacteria,0.47,Alphaproteobacteria,0.24,Rhizobiales,0.11,Flavobacteriaceae,0.09,Xanthobacter,0.08
Otu1145,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Lachnospiraceae,0.97,Clostridium_XlVa,0.32
Otu1148,Bacteria,0.83,Firmicutes,0.24,Clostridia,0.17,Clostridiales,0.16,Micromonosporaceae,0.09,Rhizocola,0.07
Otu1142,Bacteria,1,Firmicutes,1,Clostridia,0.48,Clostridiales,0.48,Erysipelotrichaceae,0.43,Catenisphaera,0.28
Otu1147,Bacteria,0.88,Bacteroidetes,0.37,Flavobacteriia,0.22,Flavobacteriales,0.22,Weeksellaceae,0.16,Caldisphaera,0.12
Otu1149,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Pseudobutyrivibrio,0.65
Otu1144,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Mycobacteriales,1,Gordoniaceae,1,Williamsia,1
Otu1150,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Fusicatenibacter,0.38
Otu1151,Bacteria,1,Actinobacteria,0.97,Acidimicrobiia,0.6,Acidimicrobiales,0.6,Acidimicrobiales_incertae_sedis,0.35,Aciditerrimonas,0.35
Otu1156,Bacteria,0.96,Bacteroidetes,0.41,Cytophagia,0.39,Cytophagales,0.39,Microscillaceae,0.37,Microscilla,0.37
Otu1155,Bacteria,0.71,Proteobacteria,0.57,Gammaproteobacteria,0.37,Thermoproteales,0.27,Thermoproteaceae,0.27,Vulcanisaeta,0.27
Otu1157,Bacteria,0.99,Tenericutes,0.67,Mollicutes,0.67,Mycoplasmoidales,0.37,Mycoplasmoidaceae,0.37,Spiroplasma,0.3
Otu1153,Bacteria,1,Firmicutes,0.75,Clostridia,0.68,Clostridiales,0.68,Ruminococcaceae,0.47,Chloroherpeton,0.22
Otu1152,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Amylolactobacillus,0.56
Otu1154,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Lactobacillus,0.51
Otu1161,Bacteria,0.91,Proteobacteria,0.42,Chlorobia,0.24,Chlorobiales,0.24,Chlorobiaceae,0.24,Chloroherpeton,0.24
Otu1162,Bacteria,0.95,Firmicutes,0.49,Bacilli,0.46,Lactobacillales,0.43,Streptococcaceae,0.39,Lactococcus,0.35
Otu1160,Bacteria,1,Firmicutes,0.97,Bacilli,0.91,Lactobacillales,0.85,Lactobacillaceae,0.85,Amylolactobacillus,0.54
Otu1159,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.98,Lactobacillaceae,0.98,Lactobacillus,0.76
Otu1158,Bacteria,1,Firmicutes,0.77,Bacilli,0.38,Erysipelotrichales,0.35,Erysipelotrichaceae,0.35,Clostridium_XVIII,0.25
Otu1166,Bacteria,0.94,Proteobacteria,0.39,Clostridia,0.21,Clostridiales,0.21,Peptoniphilaceae,0.19,Peptoniphilus,0.19
Otu1167,Archaea,0.58,Euryarchaeota,0.4,Halobacteria,0.18,Desulfurococcales,0.18,Methanobacteriaceae,0.15,Methanobrevibacter,0.09
Otu1164,Bacteria,1,Firmicutes,0.82,Bacilli,0.8,Bacillales,0.61,Bacillaceae_1,0.5,Peribacillus,0.44
Otu1163,Bacteria,1,Firmicutes,0.93,Bacilli,0.72,Lactobacillales,0.45,Lactobacillaceae,0.4,Fructilactobacillus,0.33
Otu1165,Bacteria,1,Firmicutes,0.99,Bacilli,0.99,Lactobacillales,0.97,Lactobacillaceae,0.97,Lactobacillus,0.77
Otu1170,Bacteria,0.99,Proteobacteria,0.5,Alphaproteobacteria,0.45,Rhizobiales,0.31,Methylobacteriaceae,0.25,Methylobacterium,0.15
Otu1172,Bacteria,0.9,Firmicutes,0.3,Actinobacteria,0.16,Clostridiales,0.14,Lachnospiraceae,0.1,Thermotoga,0.09
Otu1171,Bacteria,1,Verrucomicrobia,0.95,Verrucomicrobiae,0.95,Verrucomicrobiales,0.95,Akkermansiaceae,0.95,Akkermansia,0.95
Otu1168,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Anaerotignum,1
Otu1169,Bacteria,1,Firmicutes,0.82,Clostridia,0.78,Clostridiales,0.77,Ruminococcaceae,0.65,Clostridium_IV,0.61
Otu1174,Bacteria,1,Firmicutes,0.86,Clostridia,0.83,Clostridiales,0.83,Lachnospiraceae,0.8,Johnsonella,0.46
Otu1177,Bacteria,0.95,Firmicutes,0.31,Alphaproteobacteria,0.21,Bacillales,0.17,Thermoactinomycetaceae_2,0.09,Planifilum,0.09
Otu1175,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Lachnospiraceae,0.96,Enterocloster,0.49
Otu1176,Bacteria,1,Proteobacteria,0.38,Synergistia,0.28,Synergistales,0.28,Synergistaceae,0.28,Dethiosulfovibrio,0.28
Otu1173,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Micromonosporales,1,Micromonosporaceae,1,Asanoa,0.63
Otu1179,Bacteria,1,Firmicutes,0.47,Clostridia,0.33,Clostridiales,0.24,Eubacteriaceae,0.22,Anaerofustis,0.21
Otu1178,Bacteria,1,Firmicutes,1,Erysipelotrichia,1,Erysipelotrichales,1,Erysipelotrichaceae,1,Faecalibaculum,0.94
Otu1181,Bacteria,1,Firmicutes,0.86,Bacilli,0.68,Lactobacillales,0.36,Planococcaceae,0.27,Rummeliibacillus,0.26
Otu1185,Bacteria,0.62,Woesearchaeota,0.31,Deinococci,0.19,Deinococcales,0.19,Deinococcaceae,0.19,Woesearchaeota_Incertae_Sedis_AR16,0.27
Otu1180,Bacteria,1,Actinobacteria,0.93,Thermoleophilia,0.9,Thermoleophilales,0.57,Thermoleophilaceae,0.57,Thermoleophilum,0.57
